,payFrequency,apr,nPaidOff,loanStatus,state,leadType,leadCost,fpStatus,hasCF,NumPaymentsPaid,NumPaymentsMissed,NumPaymentsCancelled,isPaidOff,nLoanTaken,earningDiff,applicationYear
7565,0,11768081.773854656,0,3,26,4,2.8544212975884062,4,1,3.0,2.0,0.0,1,1,476.4147940670481,2017
7566,0,9277250.715763165,0,5,3,0,1.215398775016625,4,1,2.0,0.0,12.0,1,1,609.267796199177,2016
7567,0,2482690.655157639,0,5,12,4,5.239919521102256,4,1,11.0,0.0,3.0,1,1,2071.3628539488773,2016
7568,2,11768081.773854656,0,4,30,4,4.363500465008609,1,1,0.0,0.0,0.0,0,1,-2.2396039407065853,2017
7569,4,2482690.655157639,0,2,12,4,2.1153180105563267,4,1,0.0,1.0,23.0,0,1,-2.215138764027147,2015
7570,0,9277250.715763165,0,2,18,4,6.534465208576885,5,1,1.0,2.0,10.0,0,1,162.64715858649538,2016
7571,4,9277250.715763165,0,2,34,0,2.8544212975884062,4,1,8.0,2.0,16.0,1,1,327.1531367649225,2016
7572,0,7692412.79472348,0,5,28,4,6.0580380488509045,2,1,1.0,0.0,12.0,1,1,761.1902770348929,2015
7573,2,11768081.773854656,0,4,30,4,4.363500465008609,4,1,0.0,0.0,0.0,0,1,-2.246495384624353,2017
7574,4,13550102.569088677,0,2,35,6,-3.949745080857097,4,1,11.0,1.0,12.0,1,1,1358.1024205851122,2015
7575,0,5651967.550456223,0,2,20,0,2.1153180105563267,4,1,1.0,2.0,10.0,1,1,95.8349882926961,2017
7576,4,9745994.598396378,0,2,22,0,2.1153180105563267,4,1,3.0,2.0,19.0,1,1,246.65970046337765,2015
7577,0,1368772.9161555772,0,3,12,6,-3.949745080857097,4,0,1.0,2.0,10.0,1,2,83.09158936777446,2017
7578,2,9277250.715763165,0,2,28,4,1.215398775016625,4,1,3.0,4.0,4.0,1,1,573.1059272607391,2016
7579,2,2464331.2566070086,0,4,37,4,2.8544212975884062,4,1,0.0,0.0,0.0,0,1,-2.208501194121341,2017
7580,0,4502857.4685344435,0,5,39,6,-3.949745080857097,4,1,4.0,0.0,9.0,1,12,1115.152055964503,2016
7581,0,9277250.715763165,0,2,18,0,1.215398775016625,4,1,4.0,1.0,8.0,1,1,321.91396486531426,2016
7582,0,12013081.630711285,0,2,28,0,1.215398775016625,4,1,0.0,1.0,12.0,0,1,-2.2098195993655234,2016
7583,4,13550102.569088677,0,5,35,0,1.215398775016625,4,1,10.0,0.0,17.0,1,1,893.540303048104,2016
7584,0,9277250.715763165,0,2,31,0,1.215398775016625,4,1,0.0,2.0,11.0,0,1,-2.2160998334541424,2016
7585,0,9745994.598396378,0,2,32,4,4.363500465008609,4,1,4.0,2.0,6.0,1,1,552.65339784413,2015
7586,0,2482690.655157639,0,2,12,6,-3.949745080857097,4,1,6.0,4.0,6.0,1,1,295.00149351843464,2016
7587,0,391698.93413437955,0,4,4,0,1.215398775016625,4,1,2.0,0.0,0.0,1,1,119.06954502770904,2017
7588,0,2464331.2566070086,0,4,37,0,1.215398775016625,4,1,0.0,0.0,0.0,0,1,-2.2012688068483603,2017
7589,0,11768081.773854656,0,2,2,4,2.1153180105563267,4,1,0.0,2.0,11.0,0,1,-2.2245329655073767,2016
7590,0,841486.4356814958,0,2,8,4,4.363500465008609,4,1,0.0,2.0,24.0,0,1,-2.2759614187275936,2017
7591,0,4241027.937701213,0,4,15,8,-3.949745080857097,4,0,4.0,0.0,0.0,1,1,502.6939845258434,2017
7592,4,2482690.655157639,0,5,12,4,2.1153180105563267,4,1,24.0,0.0,1.0,1,1,1651.3435595438546,2015
7593,4,9277250.715763165,0,2,28,0,2.1153180105563267,4,1,6.0,10.0,21.0,1,1,427.84780779812627,2016
7594,0,9745994.598396378,0,2,22,0,2.1153180105563267,4,1,1.0,2.0,10.0,1,1,140.1291547537308,2016
7595,0,11768081.773854656,0,2,7,0,2.1153180105563267,4,1,0.0,2.0,11.0,0,1,-2.2257902275844472,2017
7596,0,9277250.715763165,0,2,3,0,1.215398775016625,4,1,1.0,3.0,10.0,1,1,86.18985470905812,2016
7597,0,13550102.569088677,0,4,35,4,2.8544212975884062,4,1,0.0,0.0,0.0,0,1,-2.2509114001036883,2017
7598,0,9277250.715763165,0,9,28,0,2.8544212975884062,4,1,5.0,1.0,11.0,1,1,535.1769849209875,2015
7599,0,9277250.715763165,0,4,2,8,-3.949745080857097,4,0,5.0,1.0,0.0,1,1,641.5231720106676,2016
7600,0,13603339.378653467,0,5,18,0,2.8544212975884062,4,1,6.0,0.0,7.0,1,1,724.9266361331715,2015
7601,0,11768081.773854656,0,4,0,4,4.363500465008609,4,1,4.0,0.0,0.0,1,1,591.4075375765484,2017
7602,4,11768081.773854656,0,3,25,4,2.1153180105563267,4,1,2.0,5.0,23.0,1,1,228.79491563497353,2016
7603,0,5651967.550456223,0,9,20,0,2.1153180105563267,4,1,12.0,1.0,0.0,1,1,1167.9349209224126,2016
7604,4,2482690.655157639,0,5,12,0,2.1153180105563267,4,1,1.0,0.0,24.0,1,3,361.6727391689231,2015
7605,0,5651967.550456223,1,2,20,6,-3.949745080857097,1,1,1.0,2.0,10.0,1,2,143.05835588037817,2016
7606,3,9277250.715763165,0,5,12,8,-3.949745080857097,4,0,4.0,1.0,9.0,1,1,670.1994465112764,2016
7607,0,2482690.655157639,1,5,12,6,-3.949745080857097,4,0,3.0,0.0,11.0,1,1,420.5382628119886,2017
7608,2,11768081.773854656,0,7,30,4,5.239919521102256,1,1,0.0,0.0,0.0,0,1,-2.22455358243445,2017
7609,4,9277250.715763165,0,3,30,0,1.215398775016625,4,1,0.0,2.0,24.0,0,1,-2.2314763717507864,2016
7610,4,9745994.598396378,0,9,22,0,1.215398775016625,4,1,15.0,2.0,10.0,1,1,1520.7991329388196,2016
7611,2,9277250.715763165,0,2,18,8,-3.949745080857097,4,1,0.0,1.0,5.0,0,1,-2.1993562949218437,2016
7612,4,11768081.773854656,0,2,2,0,1.215398775016625,4,1,0.0,3.0,23.0,0,1,-2.212457577204337,2016
7613,0,9745994.598396378,0,5,32,4,4.363500465008609,4,1,6.0,0.0,7.0,1,2,1186.25227076887,2015
7614,4,9277250.715763165,0,5,39,0,1.215398775016625,4,1,16.0,0.0,11.0,1,1,458.82313561399053,2016
7615,0,9277250.715763165,0,5,34,0,2.1153180105563267,4,1,12.0,0.0,0.0,1,1,1663.783362662775,2016
7616,2,510451.1013821627,0,3,3,7,-3.949745080857097,4,1,0.0,2.0,10.0,0,1,-2.2720805488078932,2016
7617,0,9277250.715763165,0,2,35,6,-3.949745080857097,4,1,2.0,1.0,9.0,1,2,335.065719067425,2016
7618,4,9277250.715763165,0,3,25,0,1.215398775016625,4,1,7.0,3.0,17.0,1,1,353.9848099081899,2016
7619,0,2482690.655157639,0,2,12,6,-3.949745080857097,4,1,4.0,2.0,8.0,1,2,438.8997241462954,2016
7620,0,9277250.715763165,0,2,28,0,2.1153180105563267,4,1,1.0,1.0,10.0,1,1,83.35540811478937,2015
7621,4,13550102.569088677,0,4,35,0,1.215398775016625,4,1,13.0,0.0,0.0,1,1,893.0905897159694,2016
7622,0,3073835.364502685,0,2,20,0,2.1153180105563267,4,1,0.0,3.0,11.0,0,1,-2.209315013326742,2016
7623,4,9277250.715763165,0,2,34,0,1.215398775016625,4,1,7.0,3.0,17.0,1,1,293.1920949231455,2016
7624,4,9277250.715763165,0,5,13,8,-3.949745080857097,4,0,6.0,0.0,21.0,1,1,1093.0229678548308,2017
7625,0,6496440.7745900145,0,5,18,6,-3.949745080857097,4,0,12.0,0.0,0.0,1,1,722.7295156212606,2016
7626,4,9277250.715763165,0,2,28,0,1.215398775016625,4,1,0.0,2.0,24.0,0,1,-2.2244673175932133,2016
7627,0,12013081.630711285,0,5,18,0,1.215398775016625,2,1,4.0,0.0,10.0,1,1,623.4469210263144,2017
7628,4,948374.9289072884,0,5,3,7,-3.949745080857097,4,1,37.0,0.0,16.0,1,1,6566.248836169133,2016
7629,4,5651967.550456223,0,2,32,0,2.1153180105563267,4,0,19.0,5.0,1.0,1,1,1593.47587083613,2015
7630,4,9277250.715763165,0,3,18,6,-3.949745080857097,4,0,5.0,2.0,19.0,1,1,372.78818303878444,2016
7631,0,13550102.569088677,0,3,35,4,5.239919521102256,4,1,0.0,0.0,0.0,0,1,-2.2010985344949803,2017
7632,3,11768081.773854656,0,3,2,0,1.215398775016625,2,1,3.0,2.0,7.0,1,1,319.3050724334769,2016
7633,0,1874238.880294761,0,5,12,6,-3.949745080857097,4,1,13.0,0.0,0.0,1,2,998.2467247662662,2016
7634,0,9277250.715763165,0,3,39,0,2.1153180105563267,4,1,1.0,2.0,11.0,1,1,109.88900765418842,2017
7635,2,9277250.715763165,0,2,28,0,1.215398775016625,4,1,5.0,2.0,6.0,1,1,807.1582469350436,2015
7636,0,4502857.4685344435,0,5,39,6,-3.949745080857097,4,1,6.0,0.0,7.0,1,2,578.1118447042403,2015
7637,0,12013081.630711285,0,2,28,0,2.8544212975884062,4,1,2.0,1.0,10.0,1,1,195.36693481002752,2016
7638,0,9277250.715763165,0,5,18,0,2.8544212975884062,4,1,12.0,0.0,2.0,1,1,773.94414597809,2016
7639,4,2482690.655157639,0,5,12,0,2.8544212975884062,4,1,24.0,0.0,0.0,1,1,1059.0037542238013,2016
7640,0,11768081.773854656,0,2,7,0,2.8544212975884062,4,1,0.0,1.0,12.0,0,1,-2.223235568677486,2016
7641,2,3073835.364502685,0,2,32,6,-3.949745080857097,4,0,2.0,1.0,3.0,1,2,682.7851431775489,2016
7642,4,8474325.517466916,0,2,28,0,1.215398775016625,4,0,3.0,2.0,19.0,1,1,141.18994264995283,2015
7643,0,13550102.569088677,1,4,35,0,1.215398775016625,1,1,3.0,0.0,0.0,1,1,256.03115850148106,2017
7644,4,9277250.715763165,0,5,18,4,5.239919521102256,4,1,8.0,0.0,17.0,1,1,1328.184039337047,2015
7645,0,12013081.630711285,0,2,18,0,1.215398775016625,4,1,2.0,1.0,15.0,1,1,167.1244286960578,2016
7646,4,9277250.715763165,0,5,34,0,1.215398775016625,4,1,12.0,1.0,13.0,1,1,917.6977066824401,2015
7647,4,5651967.550456223,0,2,20,0,2.1153180105563267,4,1,2.0,2.0,21.0,1,1,111.99415881325594,2015
7648,4,11768081.773854656,0,3,30,0,1.215398775016625,4,1,2.0,2.0,22.0,1,1,105.40754242279567,2016
7649,4,9277250.715763165,0,2,35,0,1.215398775016625,4,0,0.0,2.0,22.0,0,1,-2.1967848281449935,2015
7650,0,4502857.4685344435,0,5,39,0,2.8544212975884062,4,1,12.0,0.0,0.0,1,2,753.741923687928,2016
7651,0,11768081.773854656,0,5,29,4,4.363500465008609,1,1,3.0,0.0,11.0,1,1,1040.894586110317,2017
7652,0,13550102.569088677,0,5,35,7,-3.949745080857097,4,1,13.0,0.0,0.0,1,1,1458.0189190460546,2016
7653,0,11768081.773854656,0,3,6,0,1.215398775016625,4,1,0.0,2.0,11.0,0,1,-2.2130988732454195,2017
7654,4,13603339.378653467,0,2,18,0,2.8544212975884062,4,1,1.0,2.0,23.0,0,1,57.75919583925179,2016
7655,0,2464331.2566070086,0,4,37,4,5.239919521102256,4,1,1.0,0.0,0.0,1,1,71.63500839972636,2017
7656,0,5651967.550456223,0,2,20,0,1.215398775016625,4,1,11.0,1.0,0.0,1,1,912.5268555706886,2016
7657,0,2482690.655157639,0,3,12,0,2.1153180105563267,4,1,9.0,2.0,3.0,1,1,1065.716565872893,2016
7658,0,11768081.773854656,0,4,2,4,4.363500465008609,1,1,6.0,0.0,0.0,1,1,750.9542097724155,2016
7659,0,2482690.655157639,0,5,12,0,2.8544212975884062,1,1,13.0,0.0,1.0,1,1,676.687818343665,2016
7660,3,13550102.569088677,0,5,35,7,-3.949745080857097,4,1,1.0,0.0,12.0,1,1,997.7486530693603,2016
7661,0,9277250.715763165,0,4,28,0,1.215398775016625,4,1,6.0,0.0,0.0,1,1,576.2456142917717,2016
7662,0,9277250.715763165,0,5,28,0,2.1153180105563267,4,1,2.0,0.0,12.0,1,2,585.5474806400673,2017
7663,0,1889714.3030924103,0,2,35,7,-3.949745080857097,4,1,9.0,2.0,2.0,1,1,2096.3717505930517,2016
7664,0,8265030.803068223,0,5,22,8,-3.949745080857097,4,0,1.0,0.0,13.0,1,2,330.3498978271914,2016
7665,0,13550102.569088677,0,4,35,0,1.215398775016625,4,1,3.0,0.0,0.0,1,1,226.42721622071517,2017
7666,0,9277250.715763165,0,2,34,0,1.215398775016625,1,1,1.0,1.0,10.0,1,1,91.6508267354833,2016
7667,0,10819400.907835873,0,3,28,4,4.363500465008609,4,1,0.0,1.0,12.0,0,1,-2.2075800867209856,2017
7668,2,11768081.773854656,0,4,7,0,1.215398775016625,4,1,2.0,0.0,0.0,1,1,307.8405007846754,2017
7669,4,7692412.79472348,0,2,28,0,1.215398775016625,4,0,5.0,2.0,17.0,1,1,174.53569483730877,2015
7670,0,13550102.569088677,0,2,35,7,-3.949745080857097,1,1,2.0,4.0,9.0,1,1,162.37335063059763,2016
7671,4,9745994.598396378,0,5,32,0,2.1153180105563267,4,1,7.0,1.0,18.0,1,1,1090.5891706250588,2015
7672,0,9277250.715763165,0,2,28,0,1.215398775016625,4,1,2.0,2.0,9.0,1,1,229.2774806400673,2016
7673,0,7003602.724033782,0,2,28,6,-3.949745080857097,4,1,13.0,1.0,5.0,1,1,683.7576710786781,2016
7674,0,11768081.773854656,0,2,7,0,2.1153180105563267,4,1,0.0,2.0,11.0,0,1,-2.2052814455450545,2016
7675,4,7324846.8931359695,0,2,22,6,-3.949745080857097,4,1,7.0,3.0,19.0,1,2,635.7401451567005,2016
7676,0,7692412.79472348,0,2,28,0,1.215398775016625,4,0,1.0,2.0,9.0,1,1,65.54780949996885,2015
7677,0,9277250.715763165,0,2,18,0,2.8544212975884062,4,1,1.0,2.0,10.0,1,1,113.5274806400673,2016
7678,0,9277250.715763165,0,4,13,4,4.363500465008609,4,1,5.0,0.0,0.0,1,1,1075.854155797679,2017
7679,0,4502857.4685344435,0,1,39,4,7.17766860487516,1,1,0.0,2.0,10.0,0,1,-2.2107467011628317,2015
7680,4,2464331.2566070086,0,3,37,4,4.363500465008609,4,1,0.0,2.0,24.0,0,1,-2.212973917954606,2017
7681,4,11768081.773854656,0,5,21,4,4.363500465008609,4,1,7.0,0.0,20.0,1,1,949.9517793488003,2016
7682,0,12013081.630711285,0,2,34,0,1.215398775016625,4,1,4.0,1.0,8.0,1,1,335.672052507046,2016
7683,0,3073835.364502685,0,2,35,6,-3.949745080857097,4,1,6.0,3.0,5.0,1,1,653.340122141246,2016
7684,0,9277250.715763165,0,2,28,6,-3.949745080857097,4,1,13.0,1.0,12.0,1,1,992.2048977848231,2016
7685,4,9277250.715763165,0,2,18,0,1.215398775016625,4,1,9.0,2.0,14.0,1,1,792.0844646493282,2016
7686,0,391698.93413437955,0,4,4,0,1.215398775016625,4,1,0.0,0.0,0.0,0,1,-2.1745979325921816,2017
7687,2,12013081.630711285,0,2,28,0,2.1153180105563267,4,1,3.0,1.0,4.0,1,1,442.73285401867224,2015
7688,4,6794422.212977779,0,9,28,0,1.215398775016625,4,0,11.0,1.0,26.0,1,1,230.28164248751386,2015
7689,0,9277250.715763165,0,2,28,0,2.8544212975884062,4,1,0.0,1.0,11.0,0,1,-2.2232786429442317,2015
7690,4,11768081.773854656,0,2,7,4,2.1153180105563267,4,1,0.0,2.0,24.0,0,1,-2.2346986464543424,2016
7691,4,5201997.259444528,0,9,28,4,8.871630273399994,4,1,3.0,3.0,20.0,1,2,2538.095321087864,2015
7692,0,11768081.773854656,0,2,31,0,1.215398775016625,4,1,0.0,2.0,11.0,0,1,-2.241280438954006,2016
7693,0,9277250.715763165,0,2,3,0,2.1153180105563267,4,1,1.0,1.0,11.0,0,1,143.25427314751607,2016
7694,0,13550102.569088677,0,4,35,0,1.215398775016625,4,1,1.0,0.0,0.0,1,1,86.69957690985727,2017
7695,4,2482690.655157639,0,2,12,0,1.215398775016625,4,1,10.0,2.0,14.0,1,1,251.520019433906,2016
7696,4,12013081.630711285,0,5,13,0,1.215398775016625,4,1,14.0,1.0,11.0,1,1,890.0006849866733,2015
7697,2,13550102.569088677,0,5,35,6,-3.949745080857097,4,1,1.0,1.0,5.0,1,2,796.967798773728,2017
7698,0,5651967.550456223,0,2,20,0,2.1153180105563267,4,1,0.0,1.0,11.0,0,1,-2.2047996389011963,2015
7699,4,2482690.655157639,1,2,12,0,2.1153180105563267,1,1,1.0,2.0,21.0,0,1,28.883241187428794,2015
7700,0,11768081.773854656,0,5,25,4,4.363500465008609,4,1,4.0,0.0,10.0,1,1,496.1310017277203,2017
7701,0,2482690.655157639,0,3,12,4,4.363500465008609,4,1,1.0,2.0,10.0,1,1,236.79096626281986,2017
7702,0,9745994.598396378,1,2,32,0,2.1153180105563267,4,1,2.0,2.0,8.0,1,1,295.39056343151384,2015
7703,0,9277250.715763165,0,5,3,0,1.215398775016625,4,1,5.0,0.0,9.0,1,1,943.629672666634,2016
7704,2,6794422.212977779,0,9,28,0,1.215398775016625,4,0,6.0,2.0,1.0,1,1,847.6948362052253,2015
7705,0,11768081.773854656,0,4,24,4,2.8544212975884062,4,1,4.0,0.0,0.0,1,1,1001.9894452946007,2017
7706,2,2464331.2566070086,0,4,37,4,4.363500465008609,4,1,1.0,0.0,0.0,1,1,146.92832524056794,2017
7707,3,9277250.715763165,0,2,3,0,1.215398775016625,4,1,1.0,2.0,9.0,1,1,113.701052458943,2016
7708,2,9277250.715763165,0,5,35,6,-3.949745080857097,4,0,2.0,0.0,5.0,1,5,546.2812603667732,2016
7709,4,2482690.655157639,1,9,12,0,2.1153180105563267,1,1,20.0,5.0,5.0,1,1,1293.6908687881391,2016
7710,2,11768081.773854656,0,3,7,0,2.1153180105563267,4,1,1.0,1.0,4.0,1,1,341.77498070363146,2016
7711,4,9277250.715763165,0,2,20,0,2.8544212975884062,4,1,5.0,2.0,17.0,1,1,239.23945642855605,2016
7712,4,10819400.907835873,0,5,13,0,2.8544212975884062,4,1,24.0,0.0,1.0,1,1,1054.703734072899,2016
7713,0,1874238.880294761,0,5,12,6,-3.949745080857097,4,1,5.0,0.0,9.0,1,2,2111.05285494409,2016
7714,3,5201997.259444528,0,4,20,6,-3.949745080857097,4,1,0.0,0.0,0.0,0,1,-2.2357202703340495,2017
7715,4,9277250.715763165,0,2,35,0,2.1153180105563267,4,0,2.0,2.0,20.0,1,1,83.39214672315121,2015
7716,0,9277250.715763165,0,5,28,6,-3.949745080857097,4,1,3.0,0.0,11.0,1,1,884.3022430978705,2016
7717,4,2482690.655157639,0,2,12,4,4.363500465008609,4,1,10.0,3.0,35.0,1,1,833.2805276088816,2016
7718,2,9277250.715763165,0,2,13,6,-3.949745080857097,4,1,2.0,2.0,4.0,1,1,156.71123881841885,2016
7719,0,9277250.715763165,0,9,35,6,-3.949745080857097,4,0,7.0,1.0,7.0,1,2,624.4012054083003,2015
7720,0,9277250.715763165,0,5,19,8,-3.949745080857097,4,0,1.0,0.0,13.0,1,2,901.8812687012158,2016
7721,0,11768081.773854656,0,2,7,0,2.8544212975884062,4,1,0.0,1.0,12.0,0,1,-2.2245329655073767,2016
7722,0,2482690.655157639,0,5,12,0,2.1153180105563267,4,1,12.0,0.0,0.0,1,2,589.6567824012177,2015
7723,4,4502857.4685344435,0,5,39,0,2.8544212975884062,4,1,24.0,0.0,0.0,1,1,592.2065076180102,2016
7724,3,9277250.715763165,0,2,27,0,2.8544212975884062,4,1,0.0,2.0,10.0,0,1,-2.2125759604184503,2016
7725,4,2482690.655157639,0,2,12,6,-3.949745080857097,4,1,0.0,2.0,24.0,0,1,-2.251228941180213,2016
7726,0,9277250.715763165,0,9,28,0,1.215398775016625,4,1,2.0,2.0,11.0,1,1,488.30668568772336,2015
7727,4,9277250.715763165,0,5,28,0,2.8544212975884062,4,1,7.0,7.0,11.0,1,1,776.7177336198658,2015
7728,4,9277250.715763165,0,2,28,4,5.239919521102256,4,1,14.0,3.0,7.0,1,1,699.0079613333656,2016
7729,3,8863582.372802893,0,5,5,8,-3.949745080857097,4,0,2.0,0.0,11.0,1,1,915.2908489322232,2017
7730,0,9277250.715763165,0,2,34,0,1.215398775016625,4,1,2.0,2.0,9.0,1,1,248.17492294821383,2016
7731,0,6012887.435416876,0,2,34,6,-3.949745080857097,4,1,4.0,1.0,8.0,1,2,426.58080578447687,2016
7732,0,391698.93413437955,0,4,4,0,1.215398775016625,4,1,3.0,0.0,0.0,1,1,178.85979984088877,2017
7733,0,7324846.8931359695,0,5,22,9,-3.949745080857097,4,0,13.0,0.0,0.0,1,2,3039.3216426703716,2016
7734,0,4502857.4685344435,0,2,39,0,1.215398775016625,4,0,1.0,2.0,9.0,1,1,54.72789576537631,2015
7735,0,9277250.715763165,0,2,28,0,2.1153180105563267,4,1,0.0,1.0,12.0,0,1,-2.2002200295155734,2016
7736,0,9277250.715763165,0,2,35,0,2.1153180105563267,4,1,1.0,1.0,10.0,0,1,85.09092663799764,2015
7737,0,11768081.773854656,0,5,7,4,2.1153180105563267,4,1,4.0,0.0,10.0,1,1,2493.7996306340224,2016
7738,0,13550102.569088677,1,3,35,4,4.363500465008609,4,1,0.0,0.0,0.0,0,1,-2.2159184055943677,2017
7739,0,11768081.773854656,0,2,19,0,1.215398775016625,4,1,3.0,2.0,8.0,1,1,357.65610588864484,2016
7740,4,2482690.655157639,0,5,12,0,2.1153180105563267,4,1,26.0,1.0,0.0,1,1,832.2763523307746,2016
7741,2,12512591.094815288,0,5,35,6,-3.949745080857097,4,1,2.0,0.0,5.0,1,5,1103.5672327515817,2015
7742,4,2482690.655157639,0,5,12,0,2.1153180105563267,4,1,7.0,0.0,18.0,1,2,744.143569554565,2015
7743,0,13550102.569088677,0,4,35,0,1.215398775016625,4,1,2.0,0.0,0.0,1,1,292.8877605292068,2017
7744,0,1874238.880294761,0,2,12,6,-3.949745080857097,4,1,0.0,2.0,11.0,0,2,-2.2335440516861595,2016
7745,0,9277250.715763165,0,5,40,0,1.215398775016625,4,1,12.0,0.0,2.0,1,1,1475.2677979155196,2016
7746,0,9277250.715763165,0,8,18,6,-3.949745080857097,4,1,1.0,1.0,11.0,1,2,298.5940182453105,2016
7747,4,11768081.773854656,0,2,29,6,-3.949745080857097,4,1,0.0,2.0,24.0,0,1,-2.218795323912235,2016
7748,4,9277250.715763165,0,5,28,6,-3.949745080857097,4,1,1.0,0.0,26.0,1,1,626.5683836293601,2017
7749,4,9277250.715763165,0,3,7,0,1.215398775016625,4,1,9.0,4.0,14.0,1,1,865.8979951563346,2016
7750,0,9277250.715763165,0,2,18,6,-3.949745080857097,4,1,3.0,1.0,9.0,1,2,293.7946964176692,2016
7751,2,3073835.364502685,0,5,35,0,2.1153180105563267,2,0,2.0,0.0,5.0,1,1,402.5558401470573,2015
7752,0,2482690.655157639,0,5,12,4,5.239919521102256,4,1,13.0,0.0,0.0,1,1,832.0463675403821,2016
7753,2,11768081.773854656,0,3,7,0,2.8544212975884062,4,1,1.0,2.0,3.0,1,1,127.3403459057808,2016
7754,0,5651967.550456223,0,5,20,6,-3.949745080857097,4,1,1.0,0.0,13.0,1,2,313.88731767195696,2016
7755,0,5651967.550456223,0,2,20,0,2.8544212975884062,4,1,0.0,2.0,11.0,0,1,-2.2193727565204355,2016
7756,0,3073835.364502685,0,2,35,0,2.1153180105563267,4,0,0.0,2.0,10.0,0,1,-2.1814215462882998,2015
7757,0,11768081.773854656,0,3,2,0,1.215398775016625,4,1,2.0,1.0,10.0,1,1,183.92740810599958,2017
7758,0,1738517.0662475186,0,5,12,6,-3.949745080857097,4,1,1.0,0.0,13.0,1,2,1301.5092333193254,2016
7759,4,8474325.517466916,0,2,28,0,1.215398775016625,4,0,0.0,2.0,22.0,0,1,-2.2017684929613774,2015
7760,0,9277250.715763165,0,2,28,4,6.534465208576885,4,1,4.0,1.0,8.0,1,1,1123.465929415285,2016
7761,0,9277250.715763165,0,2,20,0,2.1153180105563267,4,1,0.0,2.0,10.0,0,1,-2.1965269987146416,2015
7762,0,9277250.715763165,0,2,20,0,2.1153180105563267,4,1,0.0,3.0,11.0,0,1,-2.2128141561669,2016
7763,4,9277250.715763165,0,2,28,0,1.215398775016625,4,1,6.0,4.0,14.0,1,1,275.79082974871005,2015
7764,4,9277250.715763165,0,3,7,6,-3.949745080857097,4,1,10.0,1.0,15.0,1,2,379.0985853418244,2016
7765,2,3073835.364502685,0,2,20,0,1.215398775016625,4,0,1.0,2.0,3.0,1,1,110.29861874725982,2015
7766,4,9277250.715763165,0,2,18,0,1.215398775016625,4,1,9.0,1.0,26.0,1,1,604.5700372255898,2015
7767,4,7324846.8931359695,0,2,22,6,-3.949745080857097,4,1,6.0,1.0,19.0,1,2,529.8409369545233,2016
7768,0,12013081.630711285,0,4,28,0,1.215398775016625,4,1,0.0,0.0,0.0,0,1,-2.2133177325769022,2017
7769,0,9277250.715763165,0,5,13,0,2.1153180105563267,4,1,7.0,0.0,7.0,1,2,682.9933799302917,2016
7770,4,2482690.655157639,0,2,12,0,1.215398775016625,4,1,6.0,2.0,16.0,1,1,189.77266618378545,2016
7771,4,4502857.4685344435,0,5,39,0,2.1153180105563267,4,1,8.0,0.0,17.0,1,3,478.6269086583302,2015
7772,2,9277250.715763165,0,2,13,4,5.239919521102256,4,1,0.0,1.0,5.0,0,1,-2.2342130900550683,2015
7773,0,6496440.7745900145,0,4,28,6,-3.949745080857097,4,0,3.0,0.0,0.0,1,2,594.2168406756855,2017
7774,2,11768081.773854656,0,5,15,0,1.215398775016625,4,1,2.0,0.0,5.0,1,1,875.6503578034851,2016
7775,0,9277250.715763165,0,7,34,4,2.8544212975884062,4,1,6.0,0.0,0.0,1,1,819.7105309444433,2016
7776,0,13550102.569088677,0,5,35,0,2.1153180105563267,4,1,4.0,0.0,10.0,1,1,1195.0614214368654,2016
7777,0,2482690.655157639,0,2,12,0,2.8544212975884062,4,1,1.0,2.0,10.0,1,1,252.22903342658498,2016
7778,4,11768081.773854656,0,5,7,0,1.215398775016625,4,1,1.0,0.0,26.0,1,1,515.4717793488003,2016
7779,4,4476471.770532292,0,2,39,0,2.1153180105563267,4,1,1.0,2.0,23.0,1,1,82.50820447452782,2016
7780,2,11768081.773854656,0,4,36,4,4.363500465008609,4,1,2.0,0.0,0.0,1,1,299.68191606026573,2017
7781,2,510451.1013821627,0,2,3,7,-3.949745080857097,4,1,1.0,2.0,9.0,1,1,531.6914968573019,2016
7782,2,13550102.569088677,0,4,35,0,1.215398775016625,4,1,1.0,0.0,0.0,1,1,330.1962694150998,2017
7783,0,9277250.715763165,0,2,28,0,1.215398775016625,4,1,0.0,0.0,12.0,0,1,-2.238655282998368,2015
7784,4,10819400.907835873,0,5,13,0,1.215398775016625,4,1,26.0,0.0,0.0,1,1,2002.16596893212,2016
7785,2,9277250.715763165,0,3,20,0,1.215398775016625,2,1,0.0,1.0,0.0,0,1,-2.198038627863674,2017
7786,3,9277250.715763165,0,2,3,0,1.215398775016625,4,1,0.0,2.0,10.0,0,1,-2.2183721041211433,2016
7787,0,9277250.715763165,0,5,13,6,-3.949745080857097,4,0,1.0,0.0,12.0,1,3,546.3824070819305,2015
7788,2,5651967.550456223,0,5,20,0,2.1153180105563267,1,1,9.0,1.0,7.0,1,1,1366.7830961531668,2015
7789,4,2482690.655157639,0,5,12,4,5.239919521102256,4,1,26.0,0.0,0.0,1,1,3320.868897122473,2016
7790,0,10269462.543059753,0,2,28,6,-3.949745080857097,4,1,6.0,3.0,5.0,1,1,470.41538158744066,2016
7791,0,2482690.655157639,0,5,12,6,-3.949745080857097,1,1,3.0,0.0,10.0,1,5,361.1467208322645,2016
